"","teamID","yearID","lgID","franchID","divID","Rank","G","Ghome","W","L","DivWin","WCWin","LgWin","WSWin","R","AB","H","X2B","X3B","HR","BB","SO","SB","CS","HBP","SF","RA","ER","ERA","CG","SHO","SV","IPouts","HA","HRA","BBA","SOA","E","DP","FP","name","park","attendance","BPF","PPF","teamIDBR","teamIDlahman45","teamIDretro","Playoff","BA","OBP","SLG","OPS","Diff","Salary"
"149","CIN",2011,"NL","CIN","C",3,162,81,79,83,"N","N","N","N",735,5612,1438,264,19,183,535,1250,97,50,63,40,720,678,4.16,4,5,39,4403,1414,185,539,1112,91,146,0.985,"Cincinnati Reds","Great American Ball Park",2213588,107,106,"CIN","CIN","CIN","0",0.25623663578047,0.32576,0.407875980042765,0.733635980042765,15,75947134
"150","CIN",2012,"NL","CIN","C",1,162,81,97,65,"Y","N","N","N",669,5477,1377,296,30,172,481,1266,87,27,47,37,588,540,3.34,9,12,56,4359,1356,152,427,1248,89,113,0.985,"Cincinnati Reds","Great American Ball Park",2347251,107,107,"CIN","CIN","CIN","1",0.251415008216177,0.315292949354518,0.410626255249224,0.725919204603742,81,82203616
"151","CIN",2013,"NL","CIN","C",3,162,80,90,72,"N","Y","N","N",698,5499,1370,274,20,155,585,1245,67,35,76,46,589,554,3.38,5,17,43,4421,1294,170,435,1296,76,131,0.988,"Cincinnati Reds","Great American Ball Park",2534369,103,102,"CIN","CIN","CIN","1",0.249136206583015,0.327263938124396,0.39079832696854,0.718062265092935,109,106404462
"152","CIN",2014,"NL","CIN","C",4,162,81,76,86,"N","N","N","N",595,5395,1282,254,20,131,415,1252,122,52,52,37,612,576,3.59,5,13,44,4338,1282,163,507,1290,72,120,0.988,"Cincinnati Reds","Great American Ball Park",2476664,98,98,"CIN","CIN","CIN","0",0.237627432808156,0.296490930666215,0.364967562557924,0.661458493224139,-17,108217500
"153","CIN",2015,"NL","CIN","C",5,162,81,64,98,"N","N","N","N",640,5571,1382,257,27,167,496,1255,134,38,42,40,754,700,4.33,2,8,35,4360,1436,177,544,1252,90,131,0.985,"Cincinnati Reds","Great American Ball Park",2419506,101,101,"CIN","CIN","CIN","0",0.248070364387004,0.312245893641243,0.393825166038413,0.706071059679656,-114,113072286
"154","CIN",2016,"NL","CIN","C",5,162,81,68,94,"N","N","N","N",716,5487,1403,277,33,164,452,1284,139,51,52,44,854,786,4.91,2,8,28,4326,1457,258,636,1241,102,142,0.983,"Cincinnati Reds","Great American Ball Park",1894085,99,100,"CIN","CIN","CIN","0",0.255695279752141,0.315990057995029,0.40787315472936,0.723863212724389,-138,88940059
"155","CLE",1996,"AL","CLE","C",1,161,80,99,62,"Y","N","N","N",952,5681,1665,335,23,218,671,844,160,50,43,57,769,700,4.34,13,9,46,4357,1530,173,484,1033,124,156,0.98,"Cleveland Indians","Jacobs Field",3318174,99,98,"CLE","CLE","CLE","1",0.293082203837353,0.368722876627402,0.475268438655166,0.843991315282569,183,48107360
"156","CLE",1997,"AL","CLE","C",1,161,81,86,75,"Y","N","Y","N",868,5556,1589,301,22,220,617,955,118,59,37,49,815,749,4.73,4,3,39,4277,1528,181,575,1036,106,159,0.983,"Cleveland Indians","Jacobs Field",3404750,103,102,"CLE","CLE","CLE","1",0.285997120230382,0.358363955903499,0.466882649388049,0.825246605291548,53,56802460
"157","CLE",1998,"AL","CLE","C",1,162,81,89,73,"Y","N","N","N",850,5616,1530,334,30,198,630,1061,143,60,41,59,779,721,4.44,9,4,47,4380,1552,171,563,1037,110,146,0.982,"Cleveland Indians","Jacobs Field",3467299,103,102,"CLE","CLE","CLE","1",0.272435897435897,0.346832650488497,0.448361823361823,0.79519447385032,71,60800166
"158","CLE",1999,"AL","CLE","C",1,162,81,97,65,"Y","N","N","N",1009,5634,1629,309,32,209,743,1099,147,50,55,67,860,788,4.89,3,6,46,4351,1503,197,634,1120,106,154,0.983,"Cleveland Indians","Jacobs Field",3468456,104,103,"CLE","CLE","CLE","1",0.289137380191693,0.373442068010463,0.466631167909123,0.840073235919586,149,72978462
"159","CLE",2000,"AL","CLE","C",2,162,81,90,72,"N","N","N","N",950,5683,1639,310,30,221,685,1057,113,34,51,52,816,775,4.84,6,5,34,4327,1511,173,666,1213,72,147,0.988,"Cleveland Indians","Jacobs Field",3456278,101,100,"CLE","CLE","CLE","0",0.288404011965511,0.367022098593726,0.470174203765617,0.837196302359343,134,75880771
"160","CLE",2001,"AL","CLE","C",1,162,80,91,71,"Y","N","N","N",897,5600,1559,294,37,212,577,1076,79,41,69,62,821,746,4.64,3,4,42,4340,1512,148,573,1218,107,137,0.982,"Cleveland Indians","Jacobs Field",3175523,100,100,"CLE","CLE","CLE","1",0.278392857142857,0.349556119213697,0.457678571428571,0.807234690642268,76,93152001
"161","CLE",2002,"AL","CLE","C",3,162,81,74,88,"N","N","N","N",739,5423,1349,255,26,192,542,1000,52,37,56,39,837,777,4.91,9,4,34,4274,1508,142,603,1058,113,161,0.981,"Cleveland Indians","Jacobs Field",2616940,97,98,"CLE","CLE","CLE","0",0.248755301493638,0.321287128712871,0.411580306103633,0.732867434816504,-98,78909449
"162","CLE",2003,"AL","CLE","C",4,162,81,68,94,"N","N","N","N",699,5572,1413,296,26,158,466,1062,86,61,62,41,778,682,4.21,5,7,34,4378,1477,179,501,943,126,178,0.98,"Cleveland Indians","Jacobs Field",1730002,96,97,"CLE","CLE","CLE","0",0.253589375448672,0.316072300928188,0.401112706389088,0.717185007317276,-79,48584834
"163","CLE",2004,"AL","CLE","C",3,162,81,80,82,"N","N","N","N",858,5676,1565,345,29,184,606,1009,94,55,78,42,857,784,4.81,8,8,32,4400,1553,201,579,1115,106,152,0.983,"Cleveland Indians","Jacobs Field",1814401,94,94,"CLE","CLE","CLE","0",0.275722339675828,0.351296469853171,0.443974630021142,0.795271099874312,1,34319300
"164","CLE",2005,"AL","CLE","C",2,162,81,93,69,"N","N","N","N",790,5609,1522,337,30,207,503,1093,62,36,54,50,642,582,3.61,6,10,51,4358,1363,157,413,1050,106,156,0.983,"Cleveland Indians","Jacobs Field",2013763,96,96,"CLE","CLE","CLE","0",0.271349616687467,0.334459459459459,0.452843644143341,0.787303103602801,148,41502500
"165","CLE",2006,"AL","CLE","C",4,162,81,78,84,"N","N","N","N",870,5619,1576,351,27,196,556,1204,55,23,54,43,782,698,4.41,13,13,24,4270,1583,166,429,948,118,165,0.981,"Cleveland Indians","Jacobs Field",1997995,99,98,"CLE","CLE","CLE","0",0.280476953194519,0.348533163265306,0.457198789820253,0.805731953085559,88,56031500
"166","CLE",2007,"AL","CLE","C",1,162,80,96,66,"Y","N","N","N",811,5604,1504,305,27,178,590,1202,72,41,80,59,704,658,4.05,9,9,49,4388,1519,146,410,1047,92,167,0.985,"Cleveland Indians","Jacobs Field",2275912,101,100,"CLE","CLE","CLE","1",0.268379728765168,0.343281225327649,0.427730192719486,0.771011418047135,107,61673267
"167","CLE",2008,"AL","CLE","C",3,162,81,81,81,"N","N","N","N",805,5543,1455,339,22,171,560,1213,77,29,103,49,761,711,4.45,10,13,31,4311,1530,170,444,986,94,182,0.985,"Cleveland Indians","Jacobs Field",2169760,98,98,"CLE","CLE","CLE","0",0.262493234710446,0.338609112709832,0.424138553130074,0.762747665839906,44,78970066
"168","CLE",2009,"AL","CLE","C",4,162,81,65,97,"N","N","N","N",773,5568,1468,314,28,161,582,1211,84,31,81,50,865,806,5.06,5,6,25,4302,1570,183,598,986,97,170,0.984,"Cleveland Indians","Jacobs Field",1766242,95,95,"CLE","CLE","CLE","0",0.263649425287356,0.339277185161598,0.416846264367816,0.756123449529415,-92,81579166
"169","CLE",2010,"AL","CLE","C",4,162,81,69,93,"N","N","N","N",646,5487,1362,290,20,128,545,1184,91,33,64,33,752,684,4.3,10,4,34,4299,1477,147,572,967,110,179,0.982,"Cleveland Indians","Jacobs Field",1394812,93,93,"CLE","CLE","CLE","0",0.248223072717332,0.3215859030837,0.378348824494259,0.69993472757796,-106,61203966
"170","CLE",2011,"AL","CLE","C",2,162,81,80,82,"N","N","N","N",704,5509,1380,290,26,154,494,1269,89,42,65,43,760,683,4.23,2,4,38,4360,1482,153,463,1024,110,130,0.982,"Cleveland Indians","Jacobs Field",1840835,96,97,"CLE","CLE","CLE","0",0.250499183154838,0.31729667812142,0.396442185514612,0.713738863636033,-56,48776566
"171","CLE",2012,"AL","CLE","C",4,162,81,68,94,"N","N","N","N",667,5525,1385,266,24,136,555,1087,110,44,59,39,845,766,4.78,2,6,43,4326,1503,174,543,1086,96,157,0.984,"Cleveland Indians","Progressive Field",1603596,93,95,"CLE","CLE","CLE","0",0.250678733031674,0.32356749757203,0.381357466063348,0.704924963635378,-178,78430300
"172","CLE",2013,"AL","CLE","C",2,162,81,92,70,"N","Y","N","N",745,5465,1391,290,23,171,562,1283,117,36,51,56,662,611,3.82,3,16,38,4324,1359,147,554,1379,98,135,0.983,"Cleveland Indians","Progressive Field",1572926,93,94,"CLE","CLE","CLE","1",0.254528819762123,0.326703619171829,0.409881061299177,0.736584680471006,83,75771800
"173","CLE",2014,"AL","CLE","C",3,162,81,85,77,"N","N","N","N",669,5575,1411,284,23,142,504,1189,104,27,42,49,653,581,3.56,6,15,40,4405,1398,135,464,1450,116,139,0.981,"Cleveland Indians","Progressive Field",1437393,97,97,"CLE","CLE","CLE","0",0.253094170403587,0.317179902755267,0.388699551569507,0.705879454324774,16,82151899
"174","CLE",2015,"AL","CLE","C",3,161,80,81,80,"N","N","N","N",669,5439,1395,303,29,141,533,1157,86,28,39,50,640,584,3.67,11,10,38,4298,1274,161,425,1407,79,136,0.987,"Cleveland Indians","Progressive Field",1388905,106,106,"CLE","CLE","CLE","0",0.256480970766685,0.324533905296156,0.400625114910829,0.725159020206985,29,87663766
"175","CLE",2016,"AL","CLE","C",1,161,80,94,67,"Y","N","Y","N",777,5484,1435,308,29,185,531,1246,134,31,49,60,676,617,3.84,5,11,37,4335,1330,186,461,1398,89,126,0.985,"Cleveland Indians","Progressive Field",1591667,110,109,"CLE","CLE","CLE","1",0.261670313639679,0.329033311561071,0.429613420860686,0.758646732421757,101,74311900
"176","COL",1996,"NL","COL","W",3,162,81,83,79,"N","N","N","N",961,5590,1607,297,37,221,527,1108,201,66,82,52,964,884,5.59,5,4,34,4268,1597,198,624,932,149,167,0.976,"Colorado Rockies","Coors Field",3891014,123,124,"COL","COL","COL","0",0.287477638640429,0.354503279475284,0.472450805008945,0.826954084484228,-3,40179823
"177","COL",1997,"NL","COL","W",3,162,81,83,79,"N","N","N","N",923,5603,1611,269,40,239,562,1060,137,65,63,35,908,836,5.25,9,5,38,4298,1697,196,566,870,111,202,0.983,"Colorado Rockies","Coors Field",3888453,122,123,"COL","COL","COL","0",0.287524540424772,0.357017403800096,0.477779760842406,0.834797164642502,15,43559667
"178","COL",1998,"NL","COL","W",4,162,81,77,85,"N","N","N","N",826,5632,1640,333,36,183,469,949,67,47,37,41,855,794,4.99,9,5,36,4298,1583,174,562,951,102,193,0.984,"Colorado Rockies","Coors Field",3792683,121,122,"COL","COL","COL","0",0.291193181818182,0.347305389221557,0.460582386363636,0.807887775585193,-29,50484648
"179","COL",1999,"NL","COL","W",5,162,81,72,90,"N","N","N","N",906,5717,1644,305,39,223,508,863,70,43,43,46,1028,955,6.01,12,2,33,4287,1700,237,737,1032,118,189,0.981,"Colorado Rockies","Coors Field",3481065,127,127,"COL","COL","COL","0",0.287563407381494,0.347640164713335,0.471576001399335,0.819216166112671,-122,61935837
"180","COL",2000,"NL","COL","W",4,162,81,82,80,"N","N","N","N",968,5660,1664,320,53,161,601,907,131,61,42,75,897,835,5.26,7,2,33,4290,1568,221,588,1001,94,176,0.985,"Colorado Rockies","Coors Field",3295129,125,125,"COL","COL","COL","0",0.293992932862191,0.361712135465663,0.454593639575972,0.816305775041635,71,61111190
"181","COL",2001,"NL","COL","W",5,162,81,73,89,"N","N","N","N",923,5690,1663,324,61,213,511,1027,132,54,61,50,906,841,5.29,8,8,26,4290,1522,239,598,1058,96,167,0.984,"Colorado Rockies","Coors Field",3166821,122,122,"COL","COL","COL","0",0.292267135325132,0.354087452471483,0.482952548330404,0.837040000801887,17,71541334
"182","COL",2002,"NL","COL","W",4,162,81,73,89,"N","N","N","N",778,5512,1508,283,41,152,497,1043,103,53,56,50,898,825,5.2,1,8,43,4280,1554,225,582,920,112,158,0.982,"Colorado Rockies","Coors Field",2737838,116,116,"COL","COL","COL","0",0.273584905660377,0.337040065412919,0.422532656023222,0.759572721436141,-120,56851043
"183","COL",2003,"NL","COL","W",4,162,81,74,88,"N","N","N","N",853,5518,1472,330,31,198,619,1134,63,37,52,38,892,821,5.2,3,4,34,4260,1629,200,552,866,116,165,0.981,"Colorado Rockies","Coors Field",2334085,115,116,"COL","COL","COL","0",0.266763320043494,0.344146458969006,0.445451250453063,0.789597709422069,-39,67179667
"184","COL",2004,"NL","COL","W",4,162,81,68,94,"N","N","N","N",833,5577,1531,331,34,202,568,1181,44,33,54,37,923,883,5.54,3,2,36,4306,1634,198,697,947,89,161,0.986,"Colorado Rockies","Coors Field",2338069,113,114,"COL","COL","COL","0",0.274520351443428,0.345253367543297,0.45472476241707,0.799978129960367,-90,65445167
"185","COL",2005,"NL","COL","W",5,162,81,67,95,"N","N","N","N",740,5542,1477,280,34,150,509,1103,65,32,64,34,862,808,5.13,4,4,37,4256,1600,175,604,981,118,158,0.981,"Colorado Rockies","Coors Field",1914389,112,113,"COL","COL","COL","0",0.266510285095633,0.333387542689868,0.410501623962468,0.743889166652337,-122,47839000
"186","COL",2006,"NL","COL","W",4,162,81,76,86,"N","N","N","N",813,5562,1504,325,54,157,561,1108,85,50,60,45,812,749,4.66,5,8,34,4342,1549,155,553,952,91,190,0.985,"Colorado Rockies","Coors Field",2104362,109,109,"COL","COL","COL","0",0.270406328658756,0.341201027617213,0.432937792161093,0.774138819778306,1,41233000
"187","COL",2007,"NL","COL","W",2,163,82,90,73,"N","Y","Y","N",860,5691,1591,313,36,171,622,1152,100,31,58,44,758,706,4.32,4,7,39,4416,1497,164,504,967,68,180,0.989,"Colorado Rockies","Coors Field",2376250,107,108,"COL","COL","COL","1",0.279564224213671,0.354014029618083,0.437357230715164,0.791371260333247,102,54041000
"188","COL",2008,"NL","COL","W",3,162,81,74,88,"N","N","N","N",747,5557,1462,310,28,160,570,1209,141,37,57,38,822,766,4.77,3,8,36,4338,1547,148,562,1041,96,176,0.985,"Colorado Rockies","Coors Field",2650218,109,109,"COL","COL","COL","0",0.263091596184992,0.335744133719061,0.415332013676444,0.751076147395506,-75,68655500
"189","COL",2009,"NL","COL","W",2,162,81,92,70,"N","Y","N","N",804,5398,1408,300,50,190,660,1277,106,55,47,60,715,675,4.22,5,7,45,4315,1427,141,528,1154,87,146,0.986,"Colorado Rockies","Coors Field",2665080,112,112,"COL","COL","COL","1",0.260837347165617,0.343065693430657,0.440533530937384,0.783599224368041,89,75201000
"190","COL",2010,"NL","COL","W",3,162,81,83,79,"N","N","N","N",770,5530,1452,270,54,173,585,1274,99,42,47,47,717,663,4.14,6,12,35,4326,1405,139,525,1234,101,182,0.984,"Colorado Rockies","Coors Field",2875245,115,115,"COL","COL","COL","0",0.262567811934901,0.335641810275407,0.424773960216998,0.760415770492405,53,84227000
"191","COL",2011,"NL","COL","W",4,162,81,73,89,"N","N","N","N",735,5544,1429,274,40,163,555,1201,118,42,57,44,774,713,4.43,5,7,41,4343,1471,176,522,1118,98,156,0.984,"Colorado Rockies","Coors Field",2909777,116,116,"COL","COL","COL","0",0.257756132756133,0.329193548387097,0.40981240981241,0.739005958199507,-39,88148071
"192","COL",2012,"NL","COL","W",5,162,81,64,98,"N","N","N","N",758,5577,1526,306,52,166,450,1213,100,40,36,39,890,824,5.22,0,7,36,4266,1637,198,566,1144,122,139,0.98,"Colorado Rockies","Coors Field",2630458,120,121,"COL","COL","COL","0",0.273623812085351,0.329727958046542,0.436435359512283,0.766163317558825,-132,78069571
"193","COL",2013,"NL","COL","W",5,162,81,74,88,"N","N","N","N",706,5599,1511,283,36,159,427,1204,112,32,26,35,760,708,4.44,1,5,35,4308,1545,136,517,1064,90,162,0.986,"Colorado Rockies","Coors Field",2793828,117,118,"COL","COL","COL","0",0.269869619574924,0.322654838179727,0.418467583497053,0.74112242167678,-54,74409071
"194","COL",2014,"NL","COL","W",4,162,81,66,96,"N","N","N","N",755,5612,1551,307,41,186,397,1281,85,48,48,48,818,770,4.84,1,4,24,4293,1528,173,531,1074,106,166,0.983,"Colorado Rockies","Coors Field",2680329,115,116,"COL","COL","COL","0",0.276372059871703,0.326945126945127,0.44511760513186,0.772062732076987,-63,95403500
"195","COL",2015,"NL","COL","W",5,162,81,68,94,"N","N","N","N",737,5572,1479,274,49,186,388,1283,97,43,33,34,844,799,5.04,4,4,36,4279,1579,183,579,1112,95,171,0.985,"Colorado Rockies","Coors Field",2506789,119,118,"COL","COL","COL","0",0.265434314429289,0.315248050439688,0.432340272792534,0.747588323232222,-107,95688600
"196","COL",2016,"NL","COL","W",3,162,81,75,87,"N","N","N","N",845,5614,1544,318,47,204,494,1330,66,39,40,34,860,779,4.91,2,9,37,4288,1532,181,547,1223,110,148,0.982,"Colorado Rockies","Coors Field",2602524,117,117,"COL","COL","COL","0",0.275026718916993,0.336137172436105,0.457427858924118,0.793565031360223,-15,112645071
"197","DET",1996,"AL","DET","E",5,162,81,53,109,"N","N","N","N",783,5530,1413,257,21,204,546,1268,87,50,29,49,1103,1015,6.38,10,4,22,4298,1699,241,784,957,137,157,0.978,"Detroit Tigers","Tiger Stadium",1168610,100,102,"DET","DET","DET","0",0.255515370705244,0.323041923951901,0.420253164556962,0.743295088508863,-320,23438000
"198","DET",1997,"AL","DET","E",3,162,81,79,83,"N","N","N","N",784,5481,1415,268,32,176,578,1164,161,72,49,47,790,732,4.56,13,8,42,4337,1476,178,552,982,92,146,0.985,"Detroit Tigers","Tiger Stadium",1365157,99,100,"DET","DET","DET","0",0.258164568509396,0.331762794476036,0.41507024265645,0.746833037132485,-6,17272000
"199","DET",1998,"AL","DET","C",5,162,81,65,97,"N","N","N","N",722,5664,1494,306,29,165,455,1070,122,62,62,45,863,792,4.93,9,4,32,4339,1551,185,595,947,115,164,0.982,"Detroit Tigers","Tiger Stadium",1409391,100,101,"DET","DET","DET","0",0.263771186440678,0.323000321233537,0.415430790960452,0.738431112193989,-141,24065000
"200","DET",1999,"AL","DET","C",3,161,81,69,92,"N","N","N","N",747,5481,1433,289,34,212,458,1049,108,70,82,39,882,817,5.17,4,6,33,4263,1528,209,583,976,106,156,0.982,"Detroit Tigers","Tiger Stadium",2026441,99,101,"DET","DET","DET","0",0.261448640758986,0.325577557755776,0.442619959861339,0.768197517617115,-135,36489666
"201","DET",2000,"AL","DET","C",3,162,81,79,83,"N","N","N","N",823,5644,1553,307,41,177,562,982,83,38,43,49,827,755,4.71,6,6,44,4330,1583,177,496,978,105,171,0.983,"Detroit Tigers","Comerica Park",2438617,95,95,"DET","DET","DET","0",0.275159461374911,0.342648459828517,0.438164422395464,0.780812882223981,-4,58265167
"202","DET",2001,"AL","DET","C",4,162,81,66,96,"N","N","N","N",724,5537,1439,291,60,139,466,972,133,61,51,49,876,795,5.01,16,2,34,4288,1624,180,553,859,131,164,0.979,"Detroit Tigers","Comerica Park",1921305,93,95,"DET","DET","DET","0",0.259888026006863,0.320498115680813,0.409427487809283,0.729925603490096,-152,53416167
"203","DET",2002,"AL","DET","C",5,161,80,55,106,"N","N","N","N",575,5406,1340,265,37,124,363,1035,65,44,64,57,864,773,4.92,11,7,33,4242,1593,163,463,794,142,148,0.977,"Detroit Tigers","Comerica Park",1503623,92,95,"DET","DET","DET","0",0.24787273399926,0.3,0.379393266740659,0.679393266740659,-289,55048000
"204","DET",2003,"AL","DET","C",5,162,81,43,119,"N","N","N","N",591,5466,1312,201,39,153,443,1099,98,63,47,49,928,847,5.3,3,5,27,4316,1616,195,557,764,138,194,0.978,"Detroit Tigers","Comerica Park",1368245,93,95,"DET","DET","DET","0",0.240029271862422,0.300083263946711,0.375045737285035,0.675129001231746,-337,49168000
"205","DET",2004,"AL","DET","C",4,162,81,72,90,"N","N","N","N",827,5623,1531,284,54,201,518,1144,86,50,50,43,844,788,4.93,7,9,35,4319,1542,190,530,995,144,160,0.977,"Detroit Tigers","Comerica Park",1917004,95,96,"DET","DET","DET","0",0.272274586519651,0.336701957009945,0.449226391605904,0.78592834861585,-17,46832000
"206","DET",2005,"AL","DET","C",4,162,81,71,91,"N","N","N","N",723,5602,1521,283,45,168,384,1038,66,28,53,52,787,719,4.51,7,2,37,4307,1504,193,461,907,110,171,0.982,"Detroit Tigers","Comerica Park",2024431,98,98,"DET","DET","DET","0",0.271510174937522,0.321457888688229,0.428061406640486,0.749519295328714,-64,69092000
"207","DET",2006,"AL","DET","C",2,162,81,95,67,"N","Y","Y","N",822,5642,1548,294,40,203,430,1133,60,40,45,36,675,618,3.84,3,16,46,4344,1420,160,489,1003,106,162,0.983,"Detroit Tigers","Comerica Park",2595937,100,100,"DET","DET","DET","1",0.274370790499823,0.328782707622298,0.448599787309465,0.777382494931763,147,82612866
"208","DET",2007,"AL","DET","C",2,162,81,88,74,"N","N","N","N",887,5757,1652,352,50,177,474,1054,103,30,56,45,797,735,4.57,1,9,44,4342,1498,174,566,1047,99,148,0.984,"Detroit Tigers","Comerica Park",3047133,102,101,"DET","DET","DET","0",0.286955011290603,0.344598862918509,0.457703665103352,0.802302528021862,90,94800369
"209","DET",2008,"AL","DET","C",5,162,81,74,88,"N","N","N","N",821,5641,1529,293,41,200,572,1076,63,31,44,44,857,786,4.9,1,2,34,4335,1541,172,644,991,113,172,0.981,"Detroit Tigers","Comerica Park",3202645,103,103,"DET","DET","DET","0",0.271051232051055,0.340422155213458,0.443892926786031,0.784315081999489,-36,137685196
"210","DET",2009,"AL","DET","C",2,163,81,86,77,"N","N","N","N",743,5540,1443,245,35,183,540,1114,72,33,61,39,745,690,4.29,4,9,42,4341,1449,182,594,1102,88,164,0.985,"Detroit Tigers","Comerica Park",2567165,101,102,"DET","DET","DET","0",0.260469314079422,0.330744336569579,0.416425992779783,0.747170329349363,-2,115085145
"211","DET",2010,"AL","DET","C",3,162,81,81,81,"N","N","N","N",751,5643,1515,308,32,152,546,1147,69,30,41,41,743,690,4.3,6,5,32,4333,1445,142,537,1056,109,171,0.982,"Detroit Tigers","Comerica Park",2461237,101,101,"DET","DET","DET","0",0.268474215842637,0.335193749003349,0.415204678362573,0.750398427365922,8,122864928
"212","DET",2011,"AL","DET","C",1,162,81,95,67,"Y","N","N","N",787,5563,1540,297,34,169,521,1143,49,20,39,58,711,647,4.04,4,14,52,4320,1406,149,492,1115,103,148,0.983,"Detroit Tigers","Comerica Park",2642045,103,102,"DET","DET","DET","1",0.27682904907424,0.339750849377123,0.43357900413446,0.773329853511583,76,105700231
"213","DET",2012,"AL","DET","C",1,162,81,88,74,"Y","N","Y","N",726,5476,1467,279,39,163,511,1103,59,23,57,39,670,596,3.75,9,8,40,4292,1409,151,438,1318,99,127,0.983,"Detroit Tigers","Comerica Park",3028033,104,103,"DET","DET","DET","1",0.267896274653031,0.334538878842676,0.422388604821037,0.756927483663714,56,132300000
"214","DET",2013,"AL","DET","C",1,162,81,93,69,"Y","N","N","N",796,5735,1625,292,23,176,531,1073,35,20,43,47,624,587,3.61,3,12,39,4388,1369,128,462,1428,76,136,0.987,"Detroit Tigers","Comerica Park",3083397,106,105,"DET","DET","DET","1",0.283347863993025,0.345972309628697,0.43435047951177,0.780322789140467,172,145989500
"215","DET",2014,"AL","DET","C",1,162,81,90,72,"Y","N","N","N",757,5630,1557,325,26,155,443,1144,106,41,44,61,705,648,4.01,5,8,41,4362,1475,127,462,1244,101,153,0.983,"Detroit Tigers","Comerica Park",2917209,105,104,"DET","DET","DET","1",0.276554174067496,0.330851408222726,0.426110124333925,0.756961532556651,52,152855500
"216","DET",2015,"AL","DET","C",5,161,81,74,87,"N","N","N","N",689,5605,1515,289,49,151,455,1259,83,51,41,35,803,746,4.64,7,12,35,4341,1491,193,489,1100,86,165,0.986,"Detroit Tigers","Comerica Park",2726048,97,98,"DET","DET","DET","0",0.270294380017841,0.327737940026076,0.420160570918822,0.747898510944898,-114,172284750
"217","DET",2016,"AL","DET","C",2,161,81,86,75,"N","N","N","N",750,5526,1476,252,30,211,493,1303,58,29,53,38,721,672,4.24,3,8,47,4284,1417,182,462,1232,75,148,0.987,"Detroit Tigers","Comerica Park",2493859,101,101,"DET","DET","DET","0",0.267100977198697,0.330932896890344,0.438110749185668,0.769043646076012,29,194876481
"218","FLO",1996,"NL","FLA","E",3,162,81,80,82,"N","N","N","N",688,5498,1413,240,30,150,553,1122,99,46,55,45,703,634,3.95,8,13,41,4329,1386,113,598,1050,111,187,0.982,"Florida Marlins","Joe Robbie Stadium",1746767,97,97,"FLA","FLO","FLO","0",0.257002546380502,0.328564461063242,0.393415787559112,0.721980248622354,-15,31022500
"219","FLO",1997,"NL","FLA","E",2,162,81,92,70,"N","Y","Y","Y",740,5439,1410,272,28,136,686,1074,115,58,61,42,669,615,3.83,12,10,39,4340,1353,131,639,1188,116,167,0.981,"Florida Marlins","Joe Robbie Stadium",2364387,95,96,"FLA","FLO","FLO","1",0.259238830667402,0.346339113680154,0.394557823129252,0.740896936809406,71,48692500
"220","FLO",1998,"NL","FLA","E",5,162,81,54,108,"N","N","N","N",667,5558,1381,277,36,114,525,1120,115,57,45,29,923,834,5.18,11,3,24,4349,1617,182,715,1016,129,177,0.979,"Florida Marlins","Joe Robbie Stadium",1730384,94,95,"FLA","FLO","FLO","0",0.248470672903922,0.316875101510476,0.3727959697733,0.689671071283776,-256,41322667
"221","FLO",1999,"NL","FLA","E",5,162,80,64,98,"N","N","N","N",691,5578,1465,266,44,128,479,1145,92,46,59,56,852,781,4.9,6,5,33,4307,1560,171,655,943,127,150,0.979,"Florida Marlins","Pro Player Stadium",1369421,93,95,"FLA","FLO","FLO","0",0.262638938687702,0.324530136098509,0.394944424524919,0.719474560623429,-161,21085000
"222","FLO",2000,"NL","FLA","E",3,161,81,79,82,"N","N","N","N",731,5509,1441,274,29,160,540,1184,168,55,60,51,797,729,4.59,5,4,48,4289,1477,169,650,1051,125,144,0.98,"Florida Marlins","Pro Player Stadium",1218326,94,95,"FLA","FLO","FLO","0",0.26157197313487,0.331331168831169,0.408967144672354,0.740298313503523,-66,19872000
"223","FLO",2001,"NL","FLA","E",4,162,80,76,86,"N","N","N","N",742,5542,1461,325,30,166,470,1145,89,40,67,45,744,691,4.32,5,11,32,4314,1397,151,617,1119,103,174,0.983,"Florida Marlins","Pro Player Stadium",1261226,97,97,"FLA","FLO","FLO","0",0.263623240707326,0.326257348138472,0.422952002887044,0.749209351025516,-2,35762500
"224","FLO",2002,"NL","FLA","E",4,162,81,79,83,"N","N","N","N",699,5496,1433,280,32,146,595,1130,177,73,61,49,763,706,4.36,11,12,36,4369,1449,151,631,1104,106,163,0.983,"Florida Marlins","Pro Player Stadium",813118,97,98,"FLA","FLO","FLO","0",0.260735080058224,0.336881148201903,0.40302037845706,0.739901526658963,-64,41979917
"225","FLO",2003,"NL","FLA","E",2,162,81,91,71,"N","Y","Y","Y",751,5490,1459,292,44,157,515,978,150,74,57,41,692,648,4.04,7,11,36,4336,1415,128,530,1132,78,162,0.987,"Florida Marlins","Pro Player Stadium",1303215,98,98,"FLA","FLO","FLO","1",0.26575591985428,0.332787153858758,0.420765027322404,0.753552181181162,59,49450000
